,MSFT
2010-11-09 16:00:00,1.0583776287626108
2010-11-10 16:00:00,0.9456013555798654
2010-11-11 16:00:00,0.5484572051187547
2010-11-12 16:00:00,-0.04665519405405884
2010-11-15 16:00:00,-0.17498627348116833
2010-11-16 16:00:00,-0.5975137107752239
2010-11-17 16:00:00,-1.0315935610066838
2010-11-18 16:00:00,-0.6875287015484008
2010-11-19 16:00:00,-1.0255211840900684
2010-11-22 16:00:00,-1.137331846504927
2010-11-23 16:00:00,-2.069256293554799
2010-11-24 16:00:00,-1.4963507572317936
2010-11-26 16:00:00,-1.5131570002320036
2010-11-29 16:00:00,-1.2814375709369723
2010-11-30 16:00:00,-1.2096308659237647
2010-12-01 16:00:00,0.03137739500423395
2010-12-02 16:00:00,1.4000388341046803
2010-12-03 16:00:00,1.6045381786438457
2010-12-06 16:00:00,1.2862248860926668
2010-12-07 16:00:00,1.275691746006534
2010-12-08 16:00:00,1.7175028108453008
2010-12-09 16:00:00,1.4229543336502515
2010-12-10 16:00:00,1.6245022191097143
2010-12-13 16:00:00,1.360795231442983
2010-12-14 16:00:00,1.5989247306811705
2010-12-15 16:00:00,1.6282899348781616
2010-12-16 16:00:00,1.5622382353197073
2010-12-17 16:00:00,1.3171760966211903
2010-12-20 16:00:00,1.1035841602680885
2010-12-21 16:00:00,1.223953526478176
2010-12-22 16:00:00,1.2306573151896079
2010-12-23 16:00:00,1.237684067684806
2010-12-27 16:00:00,0.9329113597042334
2010-12-28 16:00:00,0.8128437784043545
2010-12-29 16:00:00,0.7526023195727612
2010-12-30 16:00:00,0.4983951607645143
